Chinese,English,File,Line
"补充文案","Supplementary copy",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminHomeSection.astro,115
"首页导语补充句式编辑器","Home page introduction supplementary sentence editor",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminHomeSection.astro,122
"首页导语补充主链接","Home page introduction supplements the main link",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminHomeSection.astro,134
"启用双链接","Enable dual linking",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminHomeSection.astro,150
"首页导语补充第二链接","Home page introduction supplements the second link",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminHomeSection.astro,161
"补充导语预览","Supplementary introduction preview",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminHomeSection.astro,173
"更多文章请访问","For more articles please visit",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminHomeSection.astro,173
"选择本地图片","Select local image",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminImagePicker.astro,24
"搜索路径或文件名","Search path or file name",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminImagePicker.astro,49
"等待加载","waiting to load",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminImagePicker.astro,59
"列表视图","list view",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminImagePicker.astro,66
"网格平铺视图","Grid tile view",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminImagePicker.astro,75
"图片列表分页","Picture list pagination",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminImagePicker.astro,106
"使用所选图片","Use selected image",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminImagePicker.astro,139
"后台导航","Backend navigation",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminNav.astro,13
"内页设置","Inner page settings",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,25
"页面主","Page owner",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,33
"副标题","subtitle",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,33
"页面主标题与副标题","Page main title and subtitle",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,36
"页面主标题","Page main title",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,44
"随笔与杂记","Essays and Miscellaneous Notes",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,53
"页面副标题","Page subtitle",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,54
"生活不只是长篇","Life is not just a novel",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,81
"页面标题说明","Page title description",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,93
"填写后覆盖对应字段","After filling in, overwrite the corresponding fields.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,94
"留空则沿用","Leave blank to use",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,94
"按年份分组的归档目录","Archive directory grouped by year",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,144
"文章元信息","Article meta information",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,180
"字数","word count",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,181
"时长仅详情页","Duration only details page",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,181
"移动端隐藏","Hide on mobile",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,181
"显示发布日期","Show release date",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,187
"前缀","prefix",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,191
"发布于","Posted in",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,198
"显示标签","Show label",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,204
"显示字数","Display word count",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,208
"显示阅读时长","Show reading time",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,212
"预览","Preview",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,216
"写作","writing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,216
"分钟","minute",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,216
"页默认作者","Page default author",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,222
"默认作者名","Default author name",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,228
"默认头像","Default avatar",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,234
"相对路径","relative path",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,235
"默认头像预览","Default avatar preview",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,250
"预览头像","Preview avatar",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminPageSection.astro,251
"侧栏设置","Sidebar settings",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,23
"侧栏站点名","Sidebar site name",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,31
"显示在左侧站点标题","Display the site title on the left",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,32
"侧栏引用文案","Sidebar quote copy",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,38
"支持换行显示","Support line wrap display",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,39
"侧栏分隔线","sidebar divider",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,45
"控制与正文间的分隔强度","Control the strength of the separation from the main text",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,46
"侧栏分隔线样式","Sidebar divider style",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,48
"侧栏图标","Sidebar icon",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,68
"选择底部显示的图标","Select the icon shown at the bottom",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,69
"侧栏图标显隐","Show and hide sidebar icons",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,71
"显示阅读模式入口","Show reading mode entry",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,72
"显示","show",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,81
"入口","Entrance",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,81
"显示主题切换入口","Show theme switching entrance",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,95
"显示站点概览入口","Show site overview portal",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,113
"侧栏导航","Sidebar navigation",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,134
"侧栏导航后缀说明","Sidebar navigation suffix description",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,137
"后缀支持短文本","Suffix supports short text",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,138
"符号","symbol",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,138
"留空隐藏","Leave blank to hide",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,138
"输入","enter",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,138
"还原默认","Restore default",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,138
"排序","sort",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,143
"页面","page",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,144
"导航名称","Navigation name",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,145
"导航后缀","Navigation suffix",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,146
"是否展示","Whether to display",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,147
"留空表示不显示","Leave blank to not display",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,187
"是否显示","Whether to display",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSidebarSection.astro,205
"站点设置","Site settings",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,19
"站点标题","site title",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,26
"用于浏览器标题","for browser title",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,27
"分享","share",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,27
"站点语言","site language",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,33
"默认值为","The default value is",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,34
"默认","default",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,40
"描述","describe",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,40
"用于搜索结果和分享摘要","Used to search results and share snippets",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,41
"页脚年份","footer year",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,47
"结束年份自动拾取当前年","The end year automatically picks up the current year",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,48
"当前年份","current year",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,70
"自动","automatic",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,70
"显示当前年","Show current year",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,74
"页脚版权文案","Footer copyright copy",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,80
"页脚预览","Footer preview",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,86
"公开访问","public access",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,93
"不收录","Not included",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,93
"构建后生效","Effective after build",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,95
"关闭公开时","When public is closed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,95
"该页仅显示下方文字","This page only displays the text below",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,95
"公开","public",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/components/admin/AdminSiteSection.astro,99
